epoch,global_step,total_loss,spectrum_loss,ssim_loss,rfi_loss,detection_loss,alpha,beta,gamma,delta
134,30821,0.146143,0.109199,0.069489,0.971721,0.090503,0.9500,0.0500,0.0000,0.1000
134,30871,0.105304,0.068491,0.082287,0.973111,0.436620,1.0000,0.0000,0.0000,0.1000
134,30921,0.102697,0.037465,0.101765,0.973711,0.041698,0.9231,0.0769,0.0000,0.1000
134,30971,0.061205,0.033623,0.084663,0.981394,0.049681,0.9695,0.0305,0.0000,0.1000
135,31051,0.035951,0.036544,0.141385,0.981334,0.030611,1.0000,0.0000,0.0000,0.1000
135,31101,0.176389,0.057860,0.079019,0.973929,0.830916,0.9500,0.0500,0.0000,0.1000
135,31151,0.111016,0.057572,0.127452,0.976428,0.178518,0.9500,0.0500,0.0000,0.1000
135,31201,0.051217,0.055367,0.072125,0.975144,0.013871,1.0000,0.0000,0.0000,0.1000
136,31281,0.106778,0.040725,0.109979,0.978378,0.052192,0.9231,0.0769,0.0000,0.1000
136,31331,0.104184,0.060582,0.131162,0.975229,0.085011,0.9500,0.0500,0.0000,0.1000
136,31381,0.031226,0.029555,0.146236,0.980348,0.046261,1.0000,0.0000,0.0000,0.1000
136,31431,0.084521,0.042696,0.067114,0.979119,0.039553,0.9500,0.0500,0.0000,0.1000
137,31511,0.089090,0.032013,0.080856,0.978051,0.006779,0.9300,0.0700,0.0000,0.1000
137,31561,0.032760,0.032407,0.051403,0.979085,0.035939,1.0000,0.0000,0.0000,0.1000
137,31611,0.088336,0.046587,0.084329,0.979016,0.044479,0.9500,0.0500,0.0000,0.1000
137,31661,0.104488,0.066260,0.090418,0.979410,0.037621,0.9500,0.0500,0.0000,0.1000
138,31741,0.031161,0.030317,0.256038,0.975637,0.038752,1.0000,0.0000,0.0000,0.1000
138,31791,0.127207,0.088720,0.084939,0.975412,0.074579,0.9500,0.0500,0.0000,0.1000
138,31841,0.128662,0.039663,0.121001,0.975534,0.087374,0.9000,0.1000,0.0000,0.1000
138,31891,0.106147,0.084893,0.075691,0.979743,0.055822,0.9700,0.0300,0.0000,0.1000
139,31971,0.088817,0.050734,0.060715,0.975287,0.015522,0.9500,0.0500,0.0000,0.1000
139,32021,0.095588,0.058966,0.117708,0.977031,0.012055,0.9500,0.0500,0.0000,0.1000
139,32071,0.195152,0.018312,0.096179,0.976385,0.054400,0.7991,0.2009,0.0000,0.1000
139,32121,0.233553,0.182028,0.098916,0.974095,0.340843,0.9500,0.0500,0.0000,0.1000
140,32201,0.078355,0.038186,0.094642,0.975186,0.018218,0.9500,0.0500,0.0000,0.1000
140,32251,0.070546,0.048732,0.081548,0.975070,0.016764,0.9700,0.0300,0.0000,0.1000
140,32301,0.155938,0.032807,0.097714,0.976943,0.839259,0.9500,0.0500,0.0000,0.1000
140,32351,0.088844,0.060850,0.092482,0.971641,0.091166,0.9695,0.0305,0.0000,0.1000
141,32431,0.033253,0.033816,0.087359,0.975483,0.028190,1.0000,0.0000,0.0000,0.1000
141,32481,0.082350,0.039852,0.052762,0.978479,0.042450,0.9500,0.0500,0.0000,0.1000
141,32531,0.083476,0.028508,0.095189,0.972707,0.068322,0.9400,0.0600,0.0000,0.1000
141,32581,0.134775,0.064387,0.082900,0.972875,0.028684,0.9095,0.0905,0.0000,0.1000
142,32661,0.090791,0.024379,0.071261,0.974500,0.030801,0.9231,0.0769,0.0000,0.1000
142,32711,0.346437,0.307700,0.109060,0.974820,0.394861,0.9500,0.0500,0.0000,0.1000
142,32761,0.045442,0.048277,0.088455,0.979443,0.019921,1.0000,0.0000,0.0000,0.1000
142,32811,0.078754,0.032371,0.082389,0.976545,0.071322,0.9500,0.0500,0.0000,0.1000
143,32891,0.200623,0.101803,0.088793,0.978224,0.695613,0.9500,0.0500,0.0000,0.1000
143,32941,0.089073,0.038519,0.085422,0.979364,0.035997,0.9400,0.0600,0.0000,0.1000
143,32991,0.189178,0.063459,0.098124,0.975519,0.910224,0.9500,0.0500,0.0000,0.1000
143,33041,0.233960,0.145418,0.076799,0.975574,0.657274,0.9500,0.0500,0.0000,0.1000
144,33121,0.039289,0.038710,0.105819,0.976780,0.044506,1.0000,0.0000,0.0000,0.1000
144,33171,0.083796,0.040682,0.057958,0.971381,0.053007,0.9500,0.0500,0.0000,0.1000
144,33221,0.074604,0.027894,0.127060,0.973554,0.069449,0.9500,0.0500,0.0000,0.1000
144,33271,0.092431,0.094038,0.079635,0.972093,0.077961,1.0000,0.0000,0.0000,0.1000
145,33351,0.083535,0.043573,0.076027,0.977481,0.022932,0.9500,0.0500,0.0000,0.1000
145,33401,0.264067,0.252422,0.142648,0.976528,0.043022,0.9500,0.0500,0.0000,0.1000
145,33451,0.049967,0.049632,0.066086,0.980411,0.052988,1.0000,0.0000,0.0000,0.1000
145,33501,0.081722,0.042179,0.097284,0.979406,0.015862,0.9500,0.0500,0.0000,0.1000
146,33581,0.079870,0.058813,0.087684,0.978817,0.017234,0.9695,0.0305,0.0000,0.1000
146,33631,0.093258,0.042284,0.097197,0.975719,0.047968,0.9400,0.0600,0.0000,0.1000
146,33681,0.074809,0.031500,0.067188,0.977820,0.038743,0.9500,0.0500,0.0000,0.1000
146,33731,0.088784,0.057326,0.153714,0.978099,0.032953,0.9591,0.0409,0.0000,0.1000
147,33811,0.033172,0.033585,0.075029,0.974134,0.029449,1.0000,0.0000,0.0000,0.1000
147,33861,0.342474,0.347242,0.063258,0.977240,0.016058,0.9500,0.0500,0.0000,0.1000
147,33911,0.104985,0.055142,0.079257,0.976462,0.138977,0.9500,0.0500,0.0000,0.1000
147,33961,0.241300,0.193881,0.052756,0.978042,0.668067,1.0000,0.0000,0.0000,0.1000
148,34041,0.071460,0.026041,0.062384,0.970715,0.055125,0.9500,0.0500,0.0000,0.1000
148,34091,0.121302,0.044917,0.141010,0.969334,0.392778,0.9500,0.0500,0.0000,0.1000
148,34141,0.041109,0.041535,0.066285,0.974476,0.037272,1.0000,0.0000,0.0000,0.1000
148,34191,0.080223,0.039807,0.070362,0.972158,0.024408,0.9500,0.0500,0.0000,0.1000
149,34271,0.286379,0.278802,0.086819,0.981144,0.038516,0.9500,0.0500,0.0000,0.1000
149,34321,0.520350,0.411934,0.298140,0.978115,1.343219,0.9700,0.0300,0.0000,0.1000
149,34371,1.349863,1.520727,0.131310,0.981519,0.054735,0.9500,0.0500,0.0000,0.1000
149,34421,0.135149,0.059244,0.115165,0.980937,0.403532,0.9500,0.0500,0.0000,0.1000
150,34501,0.141777,0.067613,0.084379,0.977527,0.809256,1.0000,0.0000,0.0000,0.1000
150,34551,0.119067,0.054773,0.075096,0.975528,0.060353,0.9231,0.0769,0.0000,0.1000
150,34601,0.173195,0.110707,0.056945,0.973769,0.347205,0.9500,0.0500,0.0000,0.1000
150,34651,0.026552,0.025554,0.125334,0.978102,0.035537,1.0000,0.0000,0.0000,0.1000
151,34731,0.110570,0.072588,0.108577,0.974640,0.046479,0.9500,0.0500,0.0000,0.1000
151,34781,0.172271,0.055445,0.063208,0.978675,0.883850,0.9591,0.0409,0.0000,0.1000
151,34831,0.080654,0.048970,0.114730,0.976187,0.115459,0.9700,0.0300,0.0000,0.1000
151,34881,0.227118,0.112552,0.146728,0.978338,0.089408,0.8500,0.1500,0.0000,0.1000
152,34961,0.098644,0.056002,0.096582,0.979840,0.066687,0.9500,0.0500,0.0000,0.1000
152,35011,0.062800,0.065511,0.096624,0.977709,0.038398,1.0000,0.0000,0.0000,0.1000
152,35061,0.221564,0.056349,0.138696,0.974620,0.874601,0.8991,0.1009,0.0000,0.1000
152,35111,0.086367,0.044601,0.094739,0.973391,0.044314,0.9500,0.0500,0.0000,0.1000
153,35191,0.102483,0.073102,0.059690,0.980571,0.040218,0.9600,0.0400,0.0000,0.1000
153,35241,0.268570,0.172621,0.152722,0.977538,0.252986,0.8786,0.1214,0.0000,0.1000
153,35291,0.124585,0.034620,0.315809,0.979290,0.509176,0.9500,0.0500,0.0000,0.1000
153,35341,0.047673,0.043929,0.152981,0.976121,0.081372,1.0000,0.0000,0.0000,0.1000
154,35421,0.107622,0.063141,0.112711,0.975750,0.097276,0.9500,0.0500,0.0000,0.1000
154,35471,0.085240,0.045148,0.117011,0.977233,0.026623,0.9500,0.0500,0.0000,0.1000
154,35521,0.069625,0.035914,0.236017,0.979655,0.033273,0.9600,0.0400,0.0000,0.1000
154,35571,0.086322,0.041330,0.130064,0.974896,0.071146,0.9500,0.0500,0.0000,0.1000
155,35651,0.081272,0.036656,0.091335,0.975908,0.060155,0.9500,0.0500,0.0000,0.1000
155,35701,0.152090,0.077680,0.117667,0.975617,0.821774,1.0000,0.0000,0.0000,0.1000
155,35751,0.095749,0.056966,0.245807,0.976315,0.031087,0.9500,0.0500,0.0000,0.1000
155,35801,0.118797,0.041343,0.150860,0.973172,0.472859,0.9591,0.0409,0.0000,0.1000
156,35881,0.058527,0.060997,0.126598,0.980095,0.036291,1.0000,0.0000,0.0000,0.1000
156,35931,0.098823,0.061936,0.101431,0.977496,0.018804,0.9500,0.0500,0.0000,0.1000
156,35981,0.131781,0.063148,0.103990,0.976613,0.338423,0.9500,0.0500,0.0000,0.1000
156,36031,0.117145,0.106501,0.088219,0.974175,0.212941,1.0000,0.0000,0.0000,0.1000
157,36111,0.083388,0.044352,0.127676,0.980951,0.013247,0.9500,0.0500,0.0000,0.1000
157,36161,0.201015,0.147058,0.117343,0.977032,0.459154,0.9695,0.0305,0.0000,0.1000
157,36211,0.029313,0.030893,0.069853,0.975654,0.015090,1.0000,0.0000,0.0000,0.1000
157,36261,0.088542,0.047501,0.157472,0.978695,0.038877,0.9500,0.0500,0.0000,0.1000
158,36341,0.135864,0.041762,0.096458,0.974800,0.059070,0.8900,0.1100,0.0000,0.1000
158,36391,0.039983,0.041255,0.097571,0.976334,0.028534,1.0000,0.0000,0.0000,0.1000
158,36441,0.083398,0.041002,0.088263,0.979486,0.042650,0.9500,0.0500,0.0000,0.1000
158,36491,0.136675,0.081027,0.110091,0.978208,0.233775,0.9500,0.0500,0.0000,0.1000
159,36571,0.083490,0.059476,0.188592,0.974848,0.052469,0.9700,0.0300,0.0000,0.1000
159,36621,0.088614,0.048679,0.077849,0.981614,0.028208,0.9500,0.0500,0.0000,0.1000
159,36671,0.073997,0.028571,0.162969,0.975835,0.056562,0.9500,0.0500,0.0000,0.1000
159,36721,0.070906,0.043429,0.056045,0.978774,0.318201,1.0000,0.0000,0.0000,0.1000
160,36801,0.103966,0.065408,0.181702,0.978983,0.039873,0.9500,0.0500,0.0000,0.1000
160,36851,0.104771,0.064741,0.202888,0.974386,0.055707,0.9500,0.0500,0.0000,0.1000
160,36901,0.041270,0.039290,0.053261,0.976543,0.059096,1.0000,0.0000,0.0000,0.1000
160,36951,0.188303,0.163074,0.059449,0.972146,0.051285,0.9500,0.0500,0.0000,0.1000
161,37031,0.058809,0.018326,0.094415,0.974276,0.071256,0.9591,0.0409,0.0000,0.1000
161,37081,0.090824,0.075393,0.091181,0.977299,0.148537,0.9900,0.0100,0.0000,0.1000
161,37131,0.212025,0.023388,0.174537,0.977501,0.192357,0.8000,0.2000,0.0000,0.1000
161,37181,0.082361,0.031290,0.060075,0.976338,0.116734,0.9500,0.0500,0.0000,0.1000
162,37261,0.064126,0.038651,0.089347,0.977394,0.039943,0.9700,0.0300,0.0000,0.1000
162,37311,0.187883,0.096390,0.110174,0.973055,0.053838,0.8786,0.1214,0.0000,0.1000
162,37361,0.149656,0.046989,0.110015,0.977622,0.654871,0.9500,0.0500,0.0000,0.1000
162,37411,0.072318,0.075835,0.045730,0.977459,0.040667,1.0000,0.0000,0.0000,0.1000
163,37491,0.088926,0.048598,0.091060,0.977840,0.033720,0.9500,0.0500,0.0000,0.1000
163,37541,0.125305,0.070123,0.136605,0.978518,0.213164,0.9500,0.0500,0.0000,0.1000
163,37591,0.032149,0.033993,0.088681,0.972562,0.015552,1.0000,0.0000,0.0000,0.1000
163,37641,0.163383,0.110329,0.077055,0.976068,0.251284,0.9500,0.0500,0.0000,0.1000
164,37721,0.136017,0.042906,0.082757,0.976489,0.049771,0.8900,0.1100,0.0000,0.1000
164,37771,0.042001,0.044199,0.060802,0.979492,0.022213,1.0000,0.0000,0.0000,0.1000
164,37821,0.477075,0.459706,0.122650,0.973846,0.402041,0.9500,0.0500,0.0000,0.1000
164,37871,0.074667,0.031889,0.161672,0.975528,0.035038,0.9500,0.0500,0.0000,0.1000
165,37951,0.063185,0.065651,0.149478,0.975748,0.040993,1.0000,0.0000,0.0000,0.1000
165,38001,0.081906,0.036275,0.057185,0.975842,0.069780,0.9500,0.0500,0.0000,0.1000
165,38051,0.121970,0.029751,0.107517,0.975475,0.441250,0.9400,0.0600,0.0000,0.1000
165,38101,0.052017,0.051428,0.127249,0.974135,0.057319,1.0000,0.0000,0.0000,0.1000
166,38181,0.194424,0.033965,0.087395,0.976944,0.299213,0.8422,0.1578,0.0000,0.1000
166,38231,0.498823,0.521978,0.046453,0.979771,0.084415,0.9500,0.0500,0.0000,0.1000
166,38281,0.033239,0.031125,0.052175,0.974743,0.052266,1.0000,0.0000,0.0000,0.1000
166,38331,0.080808,0.038157,0.100810,0.972973,0.044000,0.9500,0.0500,0.0000,0.1000
167,38411,0.075682,0.033117,0.069112,0.977734,0.033691,0.9500,0.0500,0.0000,0.1000
167,38461,0.033605,0.034401,0.058390,0.976576,0.026442,1.0000,0.0000,0.0000,0.1000
167,38511,0.177944,0.131460,0.108174,0.974312,0.217014,0.9500,0.0500,0.0000,0.1000
167,38561,0.146429,0.097877,0.128318,0.980661,0.186147,0.9500,0.0500,0.0000,0.1000
168,38641,0.086405,0.078335,0.191698,0.976416,0.159039,1.0000,0.0000,0.0000,0.1000
168,38691,0.210679,0.030993,0.081154,0.978245,0.626623,0.8591,0.1409,0.0000,0.1000
168,38741,0.100145,0.039667,0.108562,0.974472,0.139656,0.9400,0.0600,0.0000,0.1000
168,38791,0.024214,0.019509,0.061877,0.976521,0.066567,1.0000,0.0000,0.0000,0.1000
169,38871,0.247422,0.125392,0.108544,0.979745,0.961238,0.9500,0.0500,0.0000,0.1000
169,38921,0.072330,0.023288,0.079271,0.977964,0.084104,0.9500,0.0500,0.0000,0.1000
169,38971,0.075814,0.070443,0.118934,0.976152,0.042637,0.9900,0.0100,0.0000,0.1000
169,39021,0.126668,0.078390,0.117366,0.974668,0.157844,0.9500,0.0500,0.0000,0.1000
170,39101,0.168445,0.148543,0.078290,0.976591,0.049464,0.9600,0.0400,0.0000,0.1000
170,39151,0.031472,0.024095,0.071393,0.978288,0.097866,1.0000,0.0000,0.0000,0.1000
170,39201,0.077500,0.033232,0.078832,0.973539,0.052773,0.9500,0.0500,0.0000,0.1000
170,39251,0.153725,0.095296,0.126772,0.977264,0.282701,0.9500,0.0500,0.0000,0.1000
171,39331,1.321012,1.385729,0.057095,0.977259,0.738560,1.0000,0.0000,0.0000,0.1000
171,39381,0.079986,0.035546,0.074243,0.972311,0.058398,0.9500,0.0500,0.0000,0.1000
171,39431,0.139824,0.024573,0.046411,0.974363,0.749679,0.9500,0.0500,0.0000,0.1000
171,39481,0.074767,0.043524,0.095181,0.979021,0.103365,0.9700,0.0300,0.0000,0.1000
172,39561,0.100313,0.062581,0.070403,0.976876,0.028462,0.9500,0.0500,0.0000,0.1000
172,39611,0.100657,0.056144,0.090540,0.977708,0.086570,0.9500,0.0500,0.0000,0.1000
172,39661,0.039164,0.037569,0.103523,0.979419,0.053523,1.0000,0.0000,0.0000,0.1000
172,39711,0.139820,0.102880,0.102254,0.977355,0.078765,0.9500,0.0500,0.0000,0.1000
173,39791,0.077932,0.035889,0.099787,0.976247,0.033162,0.9500,0.0500,0.0000,0.1000
173,39841,0.061932,0.033407,0.055534,0.980110,0.318656,1.0000,0.0000,0.0000,0.1000
173,39891,0.074466,0.030843,0.123534,0.978088,0.040817,0.9500,0.0500,0.0000,0.1000
173,39941,0.081094,0.038863,0.089207,0.975736,0.039579,0.9500,0.0500,0.0000,0.1000
174,40021,0.091866,0.085527,0.061567,0.975709,0.148911,1.0000,0.0000,0.0000,0.1000
174,40071,0.095955,0.055898,0.102077,0.979431,0.040881,0.9500,0.0500,0.0000,0.1000
174,40121,0.081157,0.040741,0.049518,0.976757,0.023693,0.9500,0.0500,0.0000,0.1000
174,40171,0.067534,0.070241,0.343433,0.978143,0.043178,1.0000,0.0000,0.0000,0.1000
175,40251,0.062289,0.020324,0.087736,0.976175,0.009837,0.9500,0.0500,0.0000,0.1000
175,40301,0.084242,0.044350,0.086680,0.974557,0.024676,0.9500,0.0500,0.0000,0.1000
175,40351,0.036761,0.036495,0.111520,0.978314,0.039155,1.0000,0.0000,0.0000,0.1000
175,40401,0.095819,0.038776,0.066836,0.979148,0.186036,0.9500,0.0500,0.0000,0.1000
176,40481,0.074383,0.033651,0.068606,0.977413,0.016284,0.9500,0.0500,0.0000,0.1000
176,40531,0.328351,0.363379,0.099477,0.976265,0.013096,1.0000,0.0000,0.0000,0.1000
176,40581,0.216067,0.036006,0.069859,0.971771,0.675953,0.8622,0.1378,0.0000,0.1000
176,40631,0.067310,0.025188,0.061458,0.977028,0.018074,0.9500,0.0500,0.0000,0.1000
177,40711,0.036477,0.036145,0.045697,0.974945,0.039457,1.0000,0.0000,0.0000,0.1000
177,40761,0.081879,0.036277,0.075772,0.972115,0.071165,0.9500,0.0500,0.0000,0.1000
177,40811,0.079537,0.040089,0.074462,0.980097,0.011565,0.9500,0.0500,0.0000,0.1000
177,40861,0.049462,0.053251,0.123181,0.977718,0.015357,1.0000,0.0000,0.0000,0.1000
178,40941,0.079174,0.039517,0.048464,0.977242,0.014107,0.9500,0.0500,0.0000,0.1000
178,40991,0.107229,0.068523,0.065518,0.976850,0.046836,0.9500,0.0500,0.0000,0.1000
178,41041,0.057948,0.059456,0.066517,0.975506,0.044368,1.0000,0.0000,0.0000,0.1000
178,41091,0.081616,0.042568,0.042248,0.979535,0.011413,0.9500,0.0500,0.0000,0.1000
179,41171,0.070404,0.027134,0.065721,0.979990,0.031052,0.9500,0.0500,0.0000,0.1000
179,41221,0.043069,0.025569,0.069857,0.974516,0.029756,0.9800,0.0200,0.0000,0.1000
179,41271,0.091789,0.052691,0.110981,0.979023,0.026823,0.9500,0.0500,0.0000,0.1000
179,41321,0.066264,0.021808,0.048499,0.980872,0.034784,0.9500,0.0500,0.0000,0.1000
180,41401,0.036855,0.039496,0.063956,0.977350,0.013088,1.0000,0.0000,0.0000,0.1000
180,41451,0.081058,0.038264,0.050744,0.983272,0.040954,0.9500,0.0500,0.0000,0.1000
180,41501,0.088581,0.049752,0.094731,0.974692,0.021815,0.9500,0.0500,0.0000,0.1000
180,41551,0.046345,0.048955,0.051277,0.977280,0.022861,1.0000,0.0000,0.0000,0.1000
181,41631,0.082466,0.038271,0.081942,0.977779,0.057440,0.9500,0.0500,0.0000,0.1000
181,41681,0.182227,0.094667,0.092907,0.981803,0.571052,0.9500,0.0500,0.0000,0.1000
181,41731,0.046730,0.048916,0.045447,0.981468,0.027059,1.0000,0.0000,0.0000,0.1000
181,41781,0.072854,0.030263,0.035046,0.982220,0.027796,0.9500,0.0500,0.0000,0.1000
182,41861,0.069936,0.027233,0.060835,0.974824,0.027848,0.9500,0.0500,0.0000,0.1000
182,41911,0.098368,0.033720,0.098172,0.972978,0.680193,1.0000,0.0000,0.0000,0.1000
182,41961,0.169965,0.044585,0.067948,0.975023,0.042294,0.8500,0.1500,0.0000,0.1000
182,42011,0.085358,0.043757,0.030088,0.977293,0.039672,0.9500,0.0500,0.0000,0.1000
183,42091,0.029073,0.030658,0.047940,0.979645,0.014799,1.0000,0.0000,0.0000,0.1000
183,42141,0.081884,0.041275,0.091011,0.976442,0.026539,0.9500,0.0500,0.0000,0.1000
183,42191,0.086133,0.046285,0.046730,0.978046,0.025472,0.9500,0.0500,0.0000,0.1000
183,42241,0.036532,0.035667,0.071069,0.977537,0.044321,1.0000,0.0000,0.0000,0.1000
184,42321,0.088486,0.022435,0.048982,0.976214,0.022726,0.9231,0.0769,0.0000,0.1000
184,42371,0.065187,0.023077,0.051064,0.979485,0.013790,0.9500,0.0500,0.0000,0.1000
184,42421,0.016403,0.017124,0.071494,0.980281,0.009907,1.0000,0.0000,0.0000,0.1000
184,42471,0.076379,0.035238,0.053432,0.977052,0.022831,0.9500,0.0500,0.0000,0.1000
185,42551,0.077634,0.035386,0.035519,0.976077,0.034555,0.9500,0.0500,0.0000,0.1000
185,42601,0.113218,0.037318,0.044348,0.974171,0.796316,1.0000,0.0000,0.0000,0.1000
185,42651,0.087483,0.049246,0.057995,0.974907,0.015075,0.9500,0.0500,0.0000,0.1000
185,42701,0.046931,0.022084,0.065764,0.978737,0.008359,0.9695,0.0305,0.0000,0.1000
186,42781,0.066778,0.071221,0.060225,0.980415,0.026785,1.0000,0.0000,0.0000,0.1000
186,42831,0.120526,0.035046,0.053810,0.971734,0.039228,0.8991,0.1009,0.0000,0.1000
186,42881,0.075026,0.031931,0.047346,0.977193,0.037518,0.9500,0.0500,0.0000,0.1000
186,42931,0.055710,0.059073,0.063961,0.975734,0.025441,1.0000,0.0000,0.0000,0.1000
187,43011,0.081992,0.042685,0.048899,0.974720,0.016332,0.9500,0.0500,0.0000,0.1000
187,43061,0.069532,0.028688,0.029615,0.980655,0.008741,0.9500,0.0500,0.0000,0.1000
187,43111,0.038967,0.041756,0.060711,0.977672,0.013863,1.0000,0.0000,0.0000,0.1000
187,43161,0.083986,0.046398,0.045518,0.973436,0.005120,0.9500,0.0500,0.0000,0.1000
188,43241,0.088048,0.047040,0.066356,0.972319,0.040750,0.9500,0.0500,0.0000,0.1000
188,43291,0.020881,0.021821,0.090007,0.977858,0.012417,1.0000,0.0000,0.0000,0.1000
188,43341,0.080460,0.039723,0.052230,0.977537,0.025077,0.9500,0.0500,0.0000,0.1000
188,43391,0.085702,0.064492,0.121224,0.977349,0.026396,0.9695,0.0305,0.0000,0.1000
189,43471,0.104001,0.026650,0.065642,0.975392,0.800164,1.0000,0.0000,0.0000,0.1000
189,43521,0.087550,0.047427,0.046645,0.973978,0.031710,0.9500,0.0500,0.0000,0.1000
189,43571,0.194081,0.173154,0.049052,0.978990,0.019802,0.9500,0.0500,0.0000,0.1000
189,43621,0.033440,0.032698,0.066809,0.977203,0.040111,1.0000,0.0000,0.0000,0.1000
190,43701,0.075609,0.035854,0.073687,0.976955,0.009914,0.9500,0.0500,0.0000,0.1000
190,43751,0.068995,0.026038,0.040490,0.971847,0.029999,0.9500,0.0500,0.0000,0.1000
190,43801,0.041195,0.043008,0.051280,0.979868,0.024880,1.0000,0.0000,0.0000,0.1000
190,43851,0.101220,0.063932,0.055657,0.977078,0.025891,0.9500,0.0500,0.0000,0.1000
191,43931,0.079193,0.037658,0.060053,0.976684,0.030447,0.9500,0.0500,0.0000,0.1000
191,43981,0.094767,0.062946,0.040097,0.975753,0.381155,1.0000,0.0000,0.0000,0.1000
191,44031,0.165563,0.035225,0.076758,0.979732,0.063526,0.8500,0.1500,0.0000,0.1000
191,44081,0.079752,0.037394,0.063125,0.981652,0.036065,0.9500,0.0500,0.0000,0.1000
192,44161,0.028428,0.028329,0.102364,0.976564,0.029317,1.0000,0.0000,0.0000,0.1000
192,44211,0.079116,0.037634,0.083919,0.973252,0.031427,0.9500,0.0500,0.0000,0.1000
192,44261,0.081179,0.041569,0.081301,0.971995,0.018983,0.9500,0.0500,0.0000,0.1000
192,44311,0.040023,0.043893,0.051932,0.977042,0.005194,1.0000,0.0000,0.0000,0.1000
193,44391,0.184905,0.067466,0.042503,0.977099,0.013855,0.8500,0.1500,0.0000,0.1000
193,44441,0.095828,0.058624,0.051142,0.978348,0.016790,0.9500,0.0500,0.0000,0.1000
193,44491,0.101364,0.033208,0.070305,0.978870,0.714775,1.0000,0.0000,0.0000,0.1000
193,44541,0.137976,0.018751,0.062441,0.977691,0.021591,0.8622,0.1378,0.0000,0.1000
194,44621,0.094760,0.056611,0.053548,0.975475,0.024617,0.9500,0.0500,0.0000,0.1000
194,44671,0.045665,0.049311,0.048629,0.974960,0.012858,1.0000,0.0000,0.0000,0.1000
194,44721,0.191530,0.062940,0.031532,0.977601,0.020578,0.8386,0.1614,0.0000,0.1000
194,44771,0.080507,0.038775,0.052212,0.975627,0.034512,0.9500,0.0500,0.0000,0.1000
195,44851,0.037501,0.037958,0.038996,0.980158,0.033379,1.0000,0.0000,0.0000,0.1000
195,44901,0.079598,0.040523,0.063569,0.973946,0.011233,0.9500,0.0500,0.0000,0.1000
195,44951,0.143818,0.066806,0.060181,0.974440,0.183433,0.9200,0.0800,0.0000,0.1000
195,45001,0.050404,0.051527,0.078099,0.976704,0.040298,1.0000,0.0000,0.0000,0.1000
196,45081,0.092594,0.024483,0.044861,0.976637,0.046501,0.9231,0.0769,0.0000,0.1000
196,45131,0.070587,0.025547,0.044518,0.975229,0.048595,0.9500,0.0500,0.0000,0.1000
196,45181,0.041301,0.042788,0.050075,0.970407,0.027912,1.0000,0.0000,0.0000,0.1000
196,45231,0.082462,0.040743,0.037251,0.975914,0.037104,0.9500,0.0500,0.0000,0.1000
197,45311,0.071663,0.029714,0.059066,0.974252,0.024159,0.9500,0.0500,0.0000,0.1000
197,45361,0.030300,0.026813,0.052915,0.979570,0.061682,1.0000,0.0000,0.0000,0.1000
197,45411,0.160329,0.135138,0.031961,0.976895,0.008258,0.9500,0.0500,0.0000,0.1000
197,45461,0.087076,0.056698,0.058996,0.974010,0.030249,0.9600,0.0400,0.0000,0.1000
198,45541,0.217742,0.055916,0.039875,0.973434,0.015200,0.7991,0.2009,0.0000,0.1000
198,45591,0.082746,0.040023,0.044438,0.978149,0.045101,0.9500,0.0500,0.0000,0.1000
198,45641,0.073640,0.032673,0.036251,0.976868,0.017458,0.9500,0.0500,0.0000,0.1000
198,45691,0.026953,0.028965,0.069632,0.981539,0.008841,1.0000,0.0000,0.0000,0.1000
199,45771,0.101482,0.062702,0.060872,0.977007,0.039068,0.9500,0.0500,0.0000,0.1000
199,45821,0.088426,0.045644,0.074748,0.975350,0.055095,0.9500,0.0500,0.0000,0.1000
199,45871,0.051826,0.046440,0.044210,0.974620,0.100300,1.0000,0.0000,0.0000,0.1000
199,45921,0.094954,0.056754,0.057994,0.980035,0.023278,0.9500,0.0500,0.0000,0.1000
200,46001,0.057724,0.022268,0.065299,0.976257,0.025658,0.9591,0.0409,0.0000,0.1000
200,46051,0.039006,0.040444,0.079287,0.975976,0.026059,1.0000,0.0000,0.0000,0.1000
200,46101,0.117965,0.083723,0.047101,0.973676,0.025666,0.9500,0.0500,0.0000,0.1000
200,46151,0.087810,0.050213,0.072427,0.975769,0.009679,0.9500,0.0500,0.0000,0.1000
201,46231,0.062037,0.065214,0.049932,0.974500,0.033440,1.0000,0.0000,0.0000,0.1000
201,46281,0.169189,0.037535,0.070715,0.977136,0.019532,0.8422,0.1578,0.0000,0.1000
201,46331,0.180920,0.157583,0.055915,0.975534,0.022880,0.9500,0.0500,0.0000,0.1000
201,46381,0.043185,0.033075,0.086607,0.971970,0.134178,1.0000,0.0000,0.0000,0.1000
202,46461,0.082686,0.044516,0.063150,0.975176,0.007417,0.9500,0.0500,0.0000,0.1000
202,46511,0.080815,0.040450,0.053895,0.972459,0.024695,0.9500,0.0500,0.0000,0.1000
202,46561,0.022195,0.021449,0.102825,0.985498,0.028906,1.0000,0.0000,0.0000,0.1000
202,46611,0.071086,0.029668,0.045282,0.973762,0.019007,0.9500,0.0500,0.0000,0.1000
203,46691,0.098489,0.061026,0.085069,0.976326,0.023776,0.9500,0.0500,0.0000,0.1000
203,46741,0.037529,0.031777,0.036609,0.977224,0.004213,0.9900,0.0100,0.0000,0.1000
