epoch,global_step,total_loss,spectrum_loss,ssim_loss,rfi_loss,detection_loss,alpha,beta,gamma,delta
273,62791,0.037269,0.037114,0.062865,0.979838,0.038667,1.0000,0.0000,0.0000,0.1000
273,62841,0.194671,0.069764,0.079552,0.974108,0.097968,0.8500,0.1500,0.0000,0.1000
273,62891,0.071137,0.027396,0.084268,0.976255,0.037820,0.9500,0.0500,0.0000,0.1000
273,62941,0.102006,0.100633,0.059762,0.979030,0.114358,1.0000,0.0000,0.0000,0.1000
274,63021,0.076899,0.037971,0.090000,0.979660,0.003488,0.9500,0.0500,0.0000,0.1000
274,63071,0.081227,0.042669,0.060840,0.974505,0.008919,0.9500,0.0500,0.0000,0.1000
274,63121,0.058894,0.043423,0.057583,0.980797,0.029406,0.9800,0.0200,0.0000,0.1000
274,63171,0.063435,0.019516,0.034610,0.979109,0.026884,0.9500,0.0500,0.0000,0.1000
275,63251,0.097612,0.049667,0.039454,0.978764,0.027405,0.9400,0.0600,0.0000,0.1000
275,63301,0.080417,0.020576,0.146945,0.975754,0.017227,0.9300,0.0700,0.0000,0.1000
275,63351,0.090344,0.050297,0.038522,0.972182,0.035914,0.9500,0.0500,0.0000,0.1000
275,63401,0.053362,0.027398,0.049503,0.976776,0.030709,0.9700,0.0300,0.0000,0.1000
276,63481,0.490841,0.039678,0.092970,0.980759,3.052908,0.8231,0.1769,0.0000,0.1000
276,63531,0.114059,0.044024,0.223401,0.977123,0.098468,0.9231,0.0769,0.0000,0.1000
276,63581,0.081532,0.031602,0.077498,0.979219,0.019192,0.9400,0.0600,0.0000,0.1000
276,63631,0.040278,0.032335,0.110292,0.976785,0.026763,0.9900,0.0100,0.0000,0.1000
277,63711,0.085838,0.041695,0.059356,0.974609,0.063311,0.9500,0.0500,0.0000,0.1000
277,63761,0.064416,0.032220,0.064924,0.978715,0.098626,0.9700,0.0300,0.0000,0.1000
277,63811,0.079662,0.027520,0.044194,0.973099,0.038324,0.9400,0.0600,0.0000,0.1000
277,63861,0.081905,0.019017,0.091589,0.976036,0.217240,0.9500,0.0500,0.0000,0.1000
278,63941,0.112475,0.044856,0.059906,0.975043,0.302460,0.9500,0.0500,0.0000,0.1000
278,63991,0.026789,0.028287,0.044403,0.975815,0.013309,1.0000,0.0000,0.0000,0.1000
278,64041,0.081327,0.042389,0.053639,0.971472,0.013686,0.9500,0.0500,0.0000,0.1000
278,64091,0.057218,0.022196,0.074188,0.979245,0.020115,0.9591,0.0409,0.0000,0.1000
279,64171,0.036878,0.036726,0.087446,0.977070,0.038247,1.0000,0.0000,0.0000,0.1000
279,64221,0.158898,0.034491,0.049945,0.976550,0.423061,0.8991,0.1009,0.0000,0.1000
279,64271,0.094240,0.038824,0.037502,0.977814,0.170443,0.9500,0.0500,0.0000,0.1000
279,64321,0.307857,0.082360,0.120703,0.975590,1.854991,0.9400,0.0600,0.0000,0.1000
280,64401,0.085041,0.045719,0.283308,0.971291,0.022437,0.9500,0.0500,0.0000,0.1000
280,64451,0.117596,0.055236,0.073526,0.976334,0.264348,0.9500,0.0500,0.0000,0.1000
280,64501,0.054757,0.029906,0.062121,0.978760,0.022220,0.9700,0.0300,0.0000,0.1000
280,64551,0.068630,0.026104,0.043921,0.980240,0.022002,0.9500,0.0500,0.0000,0.1000
281,64631,0.124860,0.092239,0.082246,0.974542,0.021414,0.9500,0.0500,0.0000,0.1000
281,64681,0.209831,0.020835,0.051462,0.976364,0.007203,0.7786,0.2214,0.0000,0.1000
281,64731,0.070668,0.022053,0.058133,0.978153,0.077952,0.9500,0.0500,0.0000,0.1000
281,64781,0.072912,0.039944,0.036814,0.976411,0.024901,0.9591,0.0409,0.0000,0.1000
282,64861,0.070316,0.075272,0.033623,0.976861,0.025717,1.0000,0.0000,0.0000,0.1000
282,64911,0.152810,0.037982,0.067684,0.980012,0.017838,0.8622,0.1378,0.0000,0.1000
282,64961,0.070294,0.029587,0.038697,0.979436,0.009227,0.9500,0.0500,0.0000,0.1000
282,65011,0.023744,0.023002,0.043936,0.978201,0.030428,1.0000,0.0000,0.0000,0.1000
283,65091,0.108465,0.074947,0.066944,0.975891,0.004709,0.9500,0.0500,0.0000,0.1000
283,65141,0.075324,0.034366,0.061260,0.973441,0.021354,0.9500,0.0500,0.0000,0.1000
283,65191,0.051089,0.053981,0.081278,0.973784,0.025069,1.0000,0.0000,0.0000,0.1000
283,65241,0.093755,0.056541,0.036278,0.972888,0.016327,0.9500,0.0500,0.0000,0.1000
284,65321,0.078157,0.047863,0.061098,0.977891,0.008451,0.9591,0.0409,0.0000,0.1000
284,65371,0.028555,0.026463,0.096360,0.974543,0.047389,1.0000,0.0000,0.0000,0.1000
284,65421,0.175492,0.149002,0.113896,0.970494,0.044228,0.9500,0.0500,0.0000,0.1000
284,65471,0.216568,0.029266,0.132147,0.978629,0.014839,0.7791,0.2209,0.0000,0.1000
285,65551,0.047966,0.050411,0.033768,0.973338,0.025958,1.0000,0.0000,0.0000,0.1000
285,65601,0.074281,0.033143,0.057797,0.978189,0.019247,0.9500,0.0500,0.0000,0.1000
285,65651,0.082485,0.037607,0.064100,0.977616,0.063382,0.9500,0.0500,0.0000,0.1000
285,65701,0.022769,0.022708,0.031170,0.978714,0.023312,1.0000,0.0000,0.0000,0.1000
286,65781,0.073470,0.032224,0.048231,0.971207,0.022141,0.9500,0.0500,0.0000,0.1000
286,65831,0.091235,0.048062,0.048330,0.970624,0.064646,0.9500,0.0500,0.0000,0.1000
286,65881,0.212468,0.233964,0.029751,0.973209,0.018996,1.0000,0.0000,0.0000,0.1000
286,65931,0.077560,0.036683,0.041417,0.975348,0.023048,0.9500,0.0500,0.0000,0.1000
287,66011,0.137287,0.019280,0.055789,0.980312,0.766890,0.9500,0.0500,0.0000,0.1000
287,66061,0.035778,0.038082,0.053454,0.983952,0.015038,1.0000,0.0000,0.0000,0.1000
287,66111,0.073253,0.031566,0.047756,0.976716,0.023121,0.9500,0.0500,0.0000,0.1000
287,66161,0.072066,0.030546,0.105300,0.974811,0.020827,0.9500,0.0500,0.0000,0.1000
288,66241,0.041192,0.043347,0.026814,0.978681,0.021795,1.0000,0.0000,0.0000,0.1000
288,66291,0.091250,0.054326,0.037757,0.977193,0.008278,0.9500,0.0500,0.0000,0.1000
288,66341,0.078020,0.038155,0.031226,0.977415,0.014135,0.9500,0.0500,0.0000,0.1000
288,66391,0.025697,0.027209,0.045585,0.976192,0.012091,1.0000,0.0000,0.0000,0.1000
289,66471,0.062551,0.020458,0.078109,0.979268,0.009929,0.9500,0.0500,0.0000,0.1000
289,66521,0.069903,0.027291,0.031439,0.977331,0.025892,0.9500,0.0500,0.0000,0.1000
289,66571,0.035598,0.038287,0.112640,0.977293,0.011398,1.0000,0.0000,0.0000,0.1000
289,66621,0.063193,0.021262,0.058210,0.976655,0.010646,0.9500,0.0500,0.0000,0.1000
290,66701,0.096966,0.059412,0.075337,0.975909,0.022529,0.9500,0.0500,0.0000,0.1000
290,66751,0.035900,0.039265,0.058100,0.972133,0.005614,1.0000,0.0000,0.0000,0.1000
290,66801,0.154273,0.021937,0.081524,0.981602,0.913445,0.9500,0.0500,0.0000,0.1000
290,66851,0.074874,0.034352,0.059355,0.977091,0.015342,0.9500,0.0500,0.0000,0.1000
291,66931,0.061132,0.065780,0.044661,0.977049,0.019297,1.0000,0.0000,0.0000,0.1000
291,66981,0.145607,0.038781,0.045580,0.971966,0.087833,0.8786,0.1214,0.0000,0.1000
291,67031,0.065561,0.024845,0.057732,0.970846,0.006304,0.9500,0.0500,0.0000,0.1000
291,67081,0.100196,0.022368,0.118390,0.976531,0.023884,0.9095,0.0905,0.0000,0.1000
292,67161,0.160732,0.025404,0.031519,0.969972,0.006989,0.8386,0.1614,0.0000,0.1000
292,67211,0.093525,0.055923,0.048144,0.975391,0.018180,0.9500,0.0500,0.0000,0.1000
292,67261,0.027985,0.028292,0.069130,0.980422,0.025221,1.0000,0.0000,0.0000,0.1000
292,67311,0.208603,0.124335,0.080785,0.982247,0.580958,0.9500,0.0500,0.0000,0.1000
293,67391,0.077087,0.036767,0.048053,0.976683,0.017011,0.9500,0.0500,0.0000,0.1000
293,67441,0.038742,0.038904,0.027010,0.979192,0.037288,1.0000,0.0000,0.0000,0.1000
293,67491,0.150596,0.036830,0.049735,0.976720,0.008722,0.8622,0.1378,0.0000,0.1000
293,67541,0.348480,0.352418,0.041813,0.974858,0.032941,0.9500,0.0500,0.0000,0.1000
294,67621,0.046508,0.049730,0.037824,0.979117,0.017511,1.0000,0.0000,0.0000,0.1000
294,67671,0.069136,0.027551,0.093197,0.976562,0.016349,0.9500,0.0500,0.0000,0.1000
294,67721,0.074164,0.032091,0.081626,0.976565,0.027809,0.9500,0.0500,0.0000,0.1000
294,67771,0.016788,0.015349,0.031782,0.977856,0.029732,1.0000,0.0000,0.0000,0.1000
295,67851,0.073969,0.033796,0.052922,0.976297,0.011402,0.9500,0.0500,0.0000,0.1000
295,67901,0.085026,0.045060,0.061368,0.978871,0.024502,0.9500,0.0500,0.0000,0.1000
295,67951,0.028272,0.030650,0.037055,0.980049,0.006868,1.0000,0.0000,0.0000,0.1000
295,68001,0.096934,0.059994,0.051096,0.980348,0.015242,0.9500,0.0500,0.0000,0.1000
296,68081,0.067166,0.021293,0.043195,0.975955,0.128589,0.9591,0.0409,0.0000,0.1000
296,68131,0.050649,0.049787,0.060543,0.974965,0.058401,1.0000,0.0000,0.0000,0.1000
296,68181,0.346194,0.315068,0.072329,0.972847,0.330328,0.9500,0.0500,0.0000,0.1000
296,68231,0.079882,0.037952,0.027810,0.980048,0.033311,0.9500,0.0500,0.0000,0.1000
297,68311,0.159817,0.175345,0.044307,0.977055,0.020066,1.0000,0.0000,0.0000,0.1000
297,68361,0.076473,0.036757,0.083103,0.974308,0.012022,0.9500,0.0500,0.0000,0.1000
297,68411,0.068039,0.023854,0.042289,0.974054,0.038120,0.9500,0.0500,0.0000,0.1000
297,68461,0.059847,0.047268,0.043377,0.977531,0.005608,0.9800,0.0200,0.0000,0.1000
298,68541,0.063661,0.022026,0.053742,0.974284,0.009859,0.9500,0.0500,0.0000,0.1000
298,68591,0.059911,0.025932,0.029886,0.974806,0.016423,0.9591,0.0409,0.0000,0.1000
298,68641,0.036244,0.038375,0.066385,0.978132,0.017065,1.0000,0.0000,0.0000,0.1000
298,68691,0.085538,0.046516,0.046589,0.975926,0.018501,0.9500,0.0500,0.0000,0.1000
299,68771,0.090436,0.053571,0.042688,0.978097,0.006184,0.9500,0.0500,0.0000,0.1000
299,68821,0.034703,0.036571,0.055358,0.974162,0.017891,1.0000,0.0000,0.0000,0.1000
299,68871,0.067116,0.025980,0.067168,0.980259,0.007920,0.9500,0.0500,0.0000,0.1000
299,68921,0.088707,0.050676,0.081671,0.977056,0.014122,0.9500,0.0500,0.0000,0.1000
300,69001,0.043466,0.045318,0.026162,0.975735,0.026801,1.0000,0.0000,0.0000,0.1000
300,69051,0.143912,0.014782,0.056389,0.975135,0.009599,0.8500,0.1500,0.0000,0.1000
300,69101,0.074868,0.033974,0.046930,0.972693,0.020496,0.9500,0.0500,0.0000,0.1000
300,69151,0.032869,0.035525,0.046150,0.972077,0.008961,1.0000,0.0000,0.0000,0.1000
301,69231,0.177361,0.078175,0.073137,0.977165,0.665481,0.9500,0.0500,0.0000,0.1000
301,69281,0.065702,0.022478,0.044516,0.973875,0.026585,0.9500,0.0500,0.0000,0.1000
301,69331,0.021640,0.023024,0.051934,0.976122,0.009179,1.0000,0.0000,0.0000,0.1000
301,69381,0.086397,0.020557,0.029818,0.977355,0.016642,0.9231,0.0769,0.0000,0.1000
302,69461,0.067753,0.025081,0.026158,0.975546,0.024089,0.9500,0.0500,0.0000,0.1000
302,69511,0.040677,0.043432,0.045853,0.977046,0.015879,1.0000,0.0000,0.0000,0.1000
